Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-03-22,76.974,77.371,75.56,75.579,1663800,0.0,0.0
2023-03-23,75.671,76.272,74.396,74.47,1334400,0.0,0.0
2023-03-24,74.618,77.685,74.535,77.639,1159500,0.0,0.0
2023-03-27,78.082,78.47,77.38,77.593,941100,0.0,0.0
2023-03-28,77.371,78.729,77.371,78.128,871500,0.0,0.0
2023-03-29,78.674,79.56,78.674,79.459,1278400,0.0,0.0
2023-03-30,79.625,80.244,79.256,79.865,1515800,0.0,0.0
2023-03-31,80.133,80.355,79.237,79.81,1251700,0.0,0.0
2023-04-03,79.366,80.318,78.895,79.597,1370700,0.0,0.0
2023-04-04,79.801,80.059,79.431,79.828,1038100,0.0,0.0
2023-04-05,80.355,82.507,80.198,82.47,1591200,0.0,0.0
2023-04-06,83.006,83.367,82.073,83.21,1543800,0.0,0.0
2023-04-10,82.535,83.21,82.129,83.154,1592300,0.0,0.0
2023-04-11,83.311,83.468,82.757,83.302,1459200,0.0,0.0
2023-04-12,83.514,83.598,82.729,83.117,1629900,0.0,0.0
2023-04-13,82.646,83.514,81.639,83.237,940600,0.0,0.0
2023-04-14,82.443,82.905,82.193,82.646,1416200,0.0,0.0
2023-04-17,82.951,83.505,81.99,82.905,1225700,0.0,0.0
2023-04-18,82.517,82.914,81.519,81.565,1191300,0.0,0.0
2023-04-19,81.833,82.618,81.796,82.489,790800,0.0,0.0
2023-04-20,82.637,82.72,81.981,82.683,704400,0.0,0.0
2023-04-21,83.367,83.598,82.443,83.108,777100,0.0,0.0
2023-04-24,83.228,83.93,82.507,83.81,1004300,0.0,0.0
2023-04-25,83.847,84.235,83.653,83.847,550800,0.0,0.0
2023-04-26,83.173,83.884,82.009,82.212,755400,0.0,0.0
2023-04-27,82.11,83.099,81.75,82.886,847300,0.0,0.0
2023-04-28,82.803,83.265,81.741,82.193,873200,0.0,0.0
2023-05-01,81.953,83.653,81.593,82.803,1157200,0.0,0.0
2023-05-02,82.803,83.016,81.584,82.323,1315800,0.0,0.0
2023-05-03,82.692,83.154,81.805,81.898,789500,0.0,0.0
2023-05-04,82.119,83.394,81.5,82.914,1682800,0.0,0.0
2023-05-05,83.025,83.755,82.535,83.579,1325900,0.0,0.0
2023-05-08,83.089,83.81,82.101,82.35,1253600,0.0,0.0
2023-05-09,82.166,82.369,81.713,82.073,989200,0.0,0.0
2023-05-10,82.526,83.145,82.11,82.96,621500,0.0,0.0
2023-05-11,83.089,83.089,81.778,82.073,801500,0.0,0.0
2023-05-12,82.628,83.062,80.54,81.039,2839900,0.0,0.0
2023-05-15,81.26,81.427,77.944,78.581,2271100,0.0,0.0
2023-05-16,78.757,78.905,77.112,77.158,1781000,0.0,0.0
2023-05-17,77.131,77.297,76.364,76.983,1284300,0.0,0.0
2023-05-18,76.401,77.463,76.096,77.011,1256600,0.0,0.0
2023-05-19,77.454,78.581,77.158,77.713,1973300,0.0,0.0
2023-05-22,77.87,78.378,77.177,77.251,959400,0.0,0.0
2023-05-23,77.112,77.639,76.309,76.41,1436400,0.0,0.0
2023-05-24,76.318,76.927,75.81,75.874,1345900,0.0,0.0
2023-05-25,75.606,75.606,74.479,74.784,1169500,0.0,0.0
2023-05-26,74.673,74.673,73.907,74.618,1061200,0.0,0.0
2023-05-30,74.387,74.914,73.87,74.036,1268800,0.0,0.0
2023-05-31,74.202,75.412,73.805,74.895,1521600,0.0,0.0
2023-06-01,74.969,75.024,73.842,74.239,1592800,0.0,0.0
2023-06-02,73.722,75.616,73.722,74.987,2018800,0.0,0.0
2023-06-05,74.932,76.188,74.932,75.699,1264900,0.0,0.0
2023-06-06,76.059,76.521,75.163,75.339,1232600,0.0,0.0
2023-06-07,75.274,77.297,74.895,77.223,1481300,0.0,0.0
2023-06-08,77.094,77.519,76.161,77.408,972100,0.0,0.0
2023-06-09,77.5,77.519,76.937,77.011,1093600,0.0,0.0
